aciertos,errores,tiempo_promedio,intentos,score,grado,operacion_recomendada,descripcion
9,3,47.14,5,-10.07,1,suma,"Bajo desempeño en suma, reforzar bases."
10,14,8.89,2,-5.445,1,suma,"Bajo desempeño en suma, reforzar bases."
5,3,30.45,2,-9.725,1,suma,"Bajo desempeño en suma, reforzar bases."
20,16,59.69,3,-13.844999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
11,9,29.57,3,-6.285,1,suma,"Bajo desempeño en suma, reforzar bases."
16,8,57.91,4,-8.954999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
9,7,5.58,2,4.71,3,resta,"Desempeño regular en resta, practicar más."
1,13,15.11,2,-25.055,1,suma,"Bajo desempeño en suma, reforzar bases."
4,4,30.98,2,-13.49,1,suma,"Bajo desempeño en suma, reforzar bases."
15,19,16.46,1,-6.73,1,suma,"Bajo desempeño en suma, reforzar bases."
12,0,8.38,3,19.81,6,division,"Excelente desempeño en division, puede avanzar."
20,4,22.15,1,22.925,6,division,"Excelente desempeño en division, puede avanzar."
18,3,9.63,1,26.685,6,division,"Excelente desempeño en division, puede avanzar."
2,9,14.95,4,-16.975,1,suma,"Bajo desempeño en suma, reforzar bases."
9,3,53.02,5,-13.010000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
1,14,56.0,5,-47.0,1,suma,"Bajo desempeño en suma, reforzar bases."
6,11,26.81,1,-17.905,1,suma,"Bajo desempeño en suma, reforzar bases."
10,19,32.23,4,-24.615,1,suma,"Bajo desempeño en suma, reforzar bases."
12,4,33.82,2,1.0899999999999999,3,resta,"Desempeño regular en resta, practicar más."
17,14,29.95,1,-1.9749999999999996,2,suma,"Bajo desempeño en suma, reforzar bases."
0,13,13.55,3,-26.275,1,suma,"Bajo desempeño en suma, reforzar bases."
18,15,43.98,4,-8.489999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
8,7,59.8,5,-24.4,1,suma,"Bajo desempeño en suma, reforzar bases."
16,18,5.17,3,2.415,3,resta,"Desempeño regular en resta, practicar más."
17,16,24.29,2,-2.1449999999999996,2,suma,"Bajo desempeño en suma, reforzar bases."
10,8,6.67,2,4.665,3,resta,"Desempeño regular en resta, practicar más."
11,1,13.41,5,13.795,5,division,"Excelente desempeño en division, puede avanzar."
5,3,37.58,1,-13.29,1,suma,"Bajo desempeño en suma, reforzar bases."
3,7,53.72,2,-31.36,1,suma,"Bajo desempeño en suma, reforzar bases."
8,5,27.67,1,-5.335000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
0,19,50.08,1,-53.54,1,suma,"Bajo desempeño en suma, reforzar bases."
12,16,8.99,3,-4.495,2,suma,"Bajo desempeño en suma, reforzar bases."
8,18,13.4,2,-17.7,1,suma,"Bajo desempeño en suma, reforzar bases."
0,3,21.34,3,-15.17,1,suma,"Bajo desempeño en suma, reforzar bases."
18,18,18.86,4,-0.4299999999999997,2,suma,"Bajo desempeño en suma, reforzar bases."
3,14,8.74,1,-19.37,1,suma,"Bajo desempeño en suma, reforzar bases."
2,13,23.65,3,-27.325,1,suma,"Bajo desempeño en suma, reforzar bases."
7,9,20.71,3,-9.855,1,suma,"Bajo desempeño en suma, reforzar bases."
7,13,54.82,1,-32.91,1,suma,"Bajo desempeño en suma, reforzar bases."
9,13,41.07,1,-22.035,1,suma,"Bajo desempeño en suma, reforzar bases."
5,15,32.55,3,-28.775,1,suma,"Bajo desempeño en suma, reforzar bases."
10,4,59.92,2,-15.96,1,suma,"Bajo desempeño en suma, reforzar bases."
13,14,14.72,2,-2.3600000000000003,2,suma,"Bajo desempeño en suma, reforzar bases."
13,7,43.26,3,-6.129999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
17,3,32.73,4,13.135000000000002,5,division,"Excelente desempeño en division, puede avanzar."
20,0,47.7,5,16.15,6,division,"Excelente desempeño en division, puede avanzar."
12,16,15.38,4,-7.69,1,suma,"Bajo desempeño en suma, reforzar bases."
0,10,11.82,4,-20.91,1,suma,"Bajo desempeño en suma, reforzar bases."
1,15,55.76,2,-48.379999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
18,12,18.97,1,8.515,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
8,15,46.8,1,-29.9,1,suma,"Bajo desempeño en suma, reforzar bases."
4,19,22.71,3,-31.855,1,suma,"Bajo desempeño en suma, reforzar bases."
10,4,31.91,1,-1.955,2,suma,"Bajo desempeño en suma, reforzar bases."
16,12,38.91,4,-5.454999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
15,2,7.74,2,23.13,6,division,"Excelente desempeño en division, puede avanzar."
9,0,26.17,1,4.914999999999999,3,resta,"Desempeño regular en resta, practicar más."
10,4,8.64,2,9.68,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
12,8,13.5,5,5.25,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
4,2,50.48,3,-20.24,1,suma,"Bajo desempeño en suma, reforzar bases."
16,0,21.81,4,21.095,6,division,"Excelente desempeño en division, puede avanzar."
5,3,28.31,1,-8.655,1,suma,"Bajo desempeño en suma, reforzar bases."
15,15,14.84,3,0.08000000000000007,3,resta,"Desempeño regular en resta, practicar más."
10,0,44.08,3,-2.039999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
16,1,51.4,5,4.800000000000001,3,resta,"Desempeño regular en resta, practicar más."
9,7,43.91,5,-14.454999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
6,1,11.81,1,4.595,3,resta,"Desempeño regular en resta, practicar más."
8,12,13.96,4,-8.98,1,suma,"Bajo desempeño en suma, reforzar bases."
3,7,27.13,4,-18.064999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
6,0,19.3,3,2.3499999999999996,3,resta,"Desempeño regular en resta, practicar más."
6,14,56.02,2,-37.010000000000005,1,suma,"Bajo desempeño en suma, reforzar bases."
7,0,55.68,4,-13.84,1,suma,"Bajo desempeño en suma, reforzar bases."
20,10,49.69,3,0.15500000000000114,3,resta,"Desempeño regular en resta, practicar más."
11,4,38.24,3,-3.120000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
14,3,49.56,5,-1.2800000000000011,2,suma,"Bajo desempeño en suma, reforzar bases."
17,8,8.15,2,17.925,6,division,"Excelente desempeño en division, puede avanzar."
11,2,37.92,5,0.03999999999999915,3,resta,"Desempeño regular en resta, practicar más."
8,7,53.39,2,-21.195,1,suma,"Bajo desempeño en suma, reforzar bases."
0,17,28.98,2,-39.99,1,suma,"Bajo desempeño en suma, reforzar bases."
2,20,29.33,2,-40.665,1,suma,"Bajo desempeño en suma, reforzar bases."
12,20,48.63,4,-30.315,1,suma,"Bajo desempeño en suma, reforzar bases."
1,1,5.17,2,-2.085,2,suma,"Bajo desempeño en suma, reforzar bases."
16,4,18.03,1,16.985,6,division,"Excelente desempeño en division, puede avanzar."
12,10,8.52,3,4.74,3,resta,"Desempeño regular en resta, practicar más."
5,11,27.21,5,-20.105,1,suma,"Bajo desempeño en suma, reforzar bases."
8,11,37.84,4,-19.42,1,suma,"Bajo desempeño en suma, reforzar bases."
11,13,36.08,5,-15.54,1,suma,"Bajo desempeño en suma, reforzar bases."
17,13,17.12,1,5.9399999999999995,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
2,2,48.48,5,-23.24,1,suma,"Bajo desempeño en suma, reforzar bases."
11,5,40.35,4,-5.675000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
3,11,23.73,4,-22.365000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
3,0,24.97,1,-6.484999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
6,12,12.78,2,-12.39,1,suma,"Bajo desempeño en suma, reforzar bases."
18,5,38.67,4,9.165,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
4,0,21.75,3,-2.875,2,suma,"Bajo desempeño en suma, reforzar bases."
16,2,30.67,2,13.665,5,division,"Excelente desempeño en division, puede avanzar."
0,4,26.69,2,-19.345,1,suma,"Bajo desempeño en suma, reforzar bases."
7,0,28.76,4,-0.3800000000000008,2,suma,"Bajo desempeño en suma, reforzar bases."
5,7,42.37,5,-21.685,1,suma,"Bajo desempeño en suma, reforzar bases."
3,9,33.87,5,-24.435,1,suma,"Bajo desempeño en suma, reforzar bases."
3,4,17.34,5,-8.67,1,suma,"Bajo desempeño en suma, reforzar bases."
13,19,56.26,4,-30.63,1,suma,"Bajo desempeño en suma, reforzar bases."
18,20,58.85,1,-23.425,1,suma,"Bajo desempeño en suma, reforzar bases."
8,7,59.51,2,-24.255,1,suma,"Bajo desempeño en suma, reforzar bases."
11,7,24.1,1,-0.5500000000000007,2,suma,"Bajo desempeño en suma, reforzar bases."
19,4,53.1,2,5.449999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
6,2,18.18,2,-0.08999999999999986,2,suma,"Bajo desempeño en suma, reforzar bases."
4,19,48.15,3,-44.575,1,suma,"Bajo desempeño en suma, reforzar bases."
19,2,50.25,3,9.875,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,13,18.65,1,3.1750000000000007,3,resta,"Desempeño regular en resta, practicar más."
9,13,40.48,2,-21.74,1,suma,"Bajo desempeño en suma, reforzar bases."
7,4,17.22,5,-0.6099999999999994,2,suma,"Bajo desempeño en suma, reforzar bases."
5,18,45.15,1,-39.575,1,suma,"Bajo desempeño en suma, reforzar bases."
19,2,34.01,3,17.995,6,division,"Excelente desempeño en division, puede avanzar."
4,16,21.09,5,-26.545,1,suma,"Bajo desempeño en suma, reforzar bases."
12,0,15.89,5,16.055,6,division,"Excelente desempeño en division, puede avanzar."
16,8,55.98,1,-7.989999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
18,14,55.07,1,-12.535,1,suma,"Bajo desempeño en suma, reforzar bases."
13,10,43.62,3,-10.809999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
18,7,41.75,3,4.625,3,resta,"Desempeño regular en resta, practicar más."
17,19,10.02,4,0.4900000000000002,3,resta,"Desempeño regular en resta, practicar más."
18,0,31.89,5,20.055,6,division,"Excelente desempeño en division, puede avanzar."
13,4,14.98,5,12.51,5,division,"Excelente desempeño en division, puede avanzar."
8,10,27.91,3,-12.955,1,suma,"Bajo desempeño en suma, reforzar bases."
10,20,42.58,1,-31.29,1,suma,"Bajo desempeño en suma, reforzar bases."
4,14,14.6,1,-20.3,1,suma,"Bajo desempeño en suma, reforzar bases."
11,15,46.72,2,-23.86,1,suma,"Bajo desempeño en suma, reforzar bases."
4,18,20.05,3,-29.025,1,suma,"Bajo desempeño en suma, reforzar bases."
0,0,52.26,3,-26.13,1,suma,"Bajo desempeño en suma, reforzar bases."
5,8,33.27,1,-18.635,1,suma,"Bajo desempeño en suma, reforzar bases."
19,6,20.14,2,18.93,6,division,"Excelente desempeño en division, puede avanzar."
15,16,22.11,5,-5.055,1,suma,"Bajo desempeño en suma, reforzar bases."
13,8,22.01,4,2.994999999999999,3,resta,"Desempeño regular en resta, practicar más."
9,20,9.12,5,-16.56,1,suma,"Bajo desempeño en suma, reforzar bases."
16,18,14.62,5,-2.3099999999999996,2,suma,"Bajo desempeño en suma, reforzar bases."
10,18,11.98,4,-12.99,1,suma,"Bajo desempeño en suma, reforzar bases."
14,15,21.01,5,-5.005000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
17,18,57.26,5,-21.63,1,suma,"Bajo desempeño en suma, reforzar bases."
4,11,26.96,3,-21.98,1,suma,"Bajo desempeño en suma, reforzar bases."
2,5,37.47,5,-22.235,1,suma,"Bajo desempeño en suma, reforzar bases."
18,4,43.84,2,8.079999999999998,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
1,17,58.57,3,-52.785,1,suma,"Bajo desempeño en suma, reforzar bases."
4,0,38.02,1,-11.010000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
3,17,22.69,2,-30.845,1,suma,"Bajo desempeño en suma, reforzar bases."
5,5,46.26,5,-20.63,1,suma,"Bajo desempeño en suma, reforzar bases."
4,13,57.5,1,-40.25,1,suma,"Bajo desempeño en suma, reforzar bases."
9,16,10.59,1,-11.295,1,suma,"Bajo desempeño en suma, reforzar bases."
12,15,49.71,4,-23.355,1,suma,"Bajo desempeño en suma, reforzar bases."
1,20,25.33,4,-40.665,1,suma,"Bajo desempeño en suma, reforzar bases."
9,13,42.65,5,-22.825,1,suma,"Bajo desempeño en suma, reforzar bases."
8,9,19.7,2,-7.35,1,suma,"Bajo desempeño en suma, reforzar bases."
18,5,8.32,1,24.34,6,division,"Excelente desempeño en division, puede avanzar."
16,6,49.73,2,-1.8649999999999984,2,suma,"Bajo desempeño en suma, reforzar bases."
11,10,41.79,2,-13.895,1,suma,"Bajo desempeño en suma, reforzar bases."
7,16,13.05,2,-16.525,1,suma,"Bajo desempeño en suma, reforzar bases."
17,7,42.77,3,2.1149999999999984,3,resta,"Desempeño regular en resta, practicar más."
5,9,42.09,2,-24.545,1,suma,"Bajo desempeño en suma, reforzar bases."
6,3,55.84,3,-20.42,1,suma,"Bajo desempeño en suma, reforzar bases."
17,5,42.53,5,5.234999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
12,18,49.82,1,-27.91,1,suma,"Bajo desempeño en suma, reforzar bases."
16,7,23.37,3,9.815,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,8,17.25,1,11.375,5,division,"Excelente desempeño en division, puede avanzar."
16,12,31.16,3,-1.58,2,suma,"Bajo desempeño en suma, reforzar bases."
12,9,51.34,1,-15.170000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
17,3,6.89,1,26.055,6,division,"Excelente desempeño en division, puede avanzar."
19,2,41.1,3,14.45,5,division,"Excelente desempeño en division, puede avanzar."
2,7,27.24,2,-20.119999999999997,1,suma,"Bajo desempeño en suma, reforzar bases."
18,0,12.84,4,29.58,6,division,"Excelente desempeño en division, puede avanzar."
6,11,51.05,4,-30.025,1,suma,"Bajo desempeño en suma, reforzar bases."
12,17,56.92,2,-29.96,1,suma,"Bajo desempeño en suma, reforzar bases."
5,16,21.24,4,-24.619999999999997,1,suma,"Bajo desempeño en suma, reforzar bases."
13,2,14.47,2,15.765,6,division,"Excelente desempeño en division, puede avanzar."
1,15,7.34,2,-24.17,1,suma,"Bajo desempeño en suma, reforzar bases."
12,0,35.64,1,6.18,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,11,42.08,1,-5.539999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
10,8,14.38,2,0.8099999999999996,3,resta,"Desempeño regular en resta, practicar más."
7,18,53.84,5,-39.92,1,suma,"Bajo desempeño en suma, reforzar bases."
14,0,45.08,4,5.460000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
2,15,35.56,1,-36.28,1,suma,"Bajo desempeño en suma, reforzar bases."
4,11,19.19,1,-18.095,1,suma,"Bajo desempeño en suma, reforzar bases."
9,14,31.92,1,-18.96,1,suma,"Bajo desempeño en suma, reforzar bases."
6,1,24.56,2,-1.7799999999999994,2,suma,"Bajo desempeño en suma, reforzar bases."
3,19,48.13,2,-46.565,1,suma,"Bajo desempeño en suma, reforzar bases."
2,17,41.18,4,-42.09,1,suma,"Bajo desempeño en suma, reforzar bases."
7,1,17.41,2,3.795,3,resta,"Desempeño regular en resta, practicar más."
14,9,14.73,5,7.135,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
2,16,25.65,3,-32.825,1,suma,"Bajo desempeño en suma, reforzar bases."
7,20,48.78,4,-40.39,1,suma,"Bajo desempeño en suma, reforzar bases."
18,14,14.38,4,7.81,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
20,15,50.85,2,-7.925000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
6,5,59.97,4,-25.485,1,suma,"Bajo desempeño en suma, reforzar bases."
14,13,47.96,5,-15.48,1,suma,"Bajo desempeño en suma, reforzar bases."
5,0,45.06,3,-12.530000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
5,15,28.07,3,-26.535,1,suma,"Bajo desempeño en suma, reforzar bases."
5,17,58.78,3,-44.89,1,suma,"Bajo desempeño en suma, reforzar bases."
8,10,13.71,3,-5.855,1,suma,"Bajo desempeño en suma, reforzar bases."
5,10,16.29,3,-13.145,1,suma,"Bajo desempeño en suma, reforzar bases."
15,7,44.19,1,-2.594999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
13,18,48.86,4,-25.43,1,suma,"Bajo desempeño en suma, reforzar bases."
16,6,35.45,1,5.274999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
18,11,31.79,1,3.6050000000000004,3,resta,"Desempeño regular en resta, practicar más."
7,2,47.89,3,-12.945,1,suma,"Bajo desempeño en suma, reforzar bases."
16,8,38.7,1,0.6499999999999986,3,resta,"Desempeño regular en resta, practicar más."
1,1,34.46,5,-16.73,1,suma,"Bajo desempeño en suma, reforzar bases."
15,1,35.48,1,10.760000000000002,5,division,"Excelente desempeño en division, puede avanzar."
19,8,31.01,4,10.495,5,division,"Excelente desempeño en division, puede avanzar."
15,19,15.01,5,-6.005,1,suma,"Bajo desempeño en suma, reforzar bases."
8,2,32.24,1,-3.120000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
17,3,51.77,5,3.6149999999999984,3,resta,"Desempeño regular en resta, practicar más."
14,2,35.64,4,7.18,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
11,10,15.15,2,-0.5750000000000002,2,suma,"Bajo desempeño en suma, reforzar bases."
18,8,34.01,3,6.995000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,16,29.76,3,-6.880000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
8,16,55.62,2,-35.81,1,suma,"Bajo desempeño en suma, reforzar bases."
9,15,40.75,1,-24.875,1,suma,"Bajo desempeño en suma, reforzar bases."
14,2,24.69,1,12.655,5,division,"Excelente desempeño en division, puede avanzar."
5,4,37.6,1,-14.8,1,suma,"Bajo desempeño en suma, reforzar bases."
7,15,25.9,2,-21.45,1,suma,"Bajo desempeño en suma, reforzar bases."
4,4,48.42,1,-22.21,1,suma,"Bajo desempeño en suma, reforzar bases."
10,11,58.73,4,-25.865,1,suma,"Bajo desempeño en suma, reforzar bases."
12,13,41.84,3,-16.42,1,suma,"Bajo desempeño en suma, reforzar bases."
8,9,25.6,3,-10.3,1,suma,"Bajo desempeño en suma, reforzar bases."
3,14,11.91,2,-20.955,1,suma,"Bajo desempeño en suma, reforzar bases."
13,12,50.56,1,-17.28,1,suma,"Bajo desempeño en suma, reforzar bases."
10,1,18.33,2,9.335,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
5,19,27.74,1,-32.37,1,suma,"Bajo desempeño en suma, reforzar bases."
17,20,10.3,2,-1.1500000000000004,2,suma,"Bajo desempeño en suma, reforzar bases."
20,7,51.31,2,3.844999999999999,3,resta,"Desempeño regular en resta, practicar más."
11,6,48.08,3,-11.04,1,suma,"Bajo desempeño en suma, reforzar bases."
6,0,10.57,2,6.715,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
5,14,38.59,3,-30.295,1,suma,"Bajo desempeño en suma, reforzar bases."
2,17,14.95,2,-28.975,1,suma,"Bajo desempeño en suma, reforzar bases."
18,2,11.56,2,27.22,6,division,"Excelente desempeño en division, puede avanzar."
17,2,44.5,2,8.75,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
11,5,29.32,2,-0.16000000000000014,2,suma,"Bajo desempeño en suma, reforzar bases."
14,19,35.38,2,-18.19,1,suma,"Bajo desempeño en suma, reforzar bases."
12,7,49.25,3,-11.125,1,suma,"Bajo desempeño en suma, reforzar bases."
10,14,29.84,2,-15.92,1,suma,"Bajo desempeño en suma, reforzar bases."
20,5,16.39,3,24.305,6,division,"Excelente desempeño en division, puede avanzar."
17,0,38.95,2,14.524999999999999,5,division,"Excelente desempeño en division, puede avanzar."
12,18,32.37,5,-19.185,1,suma,"Bajo desempeño en suma, reforzar bases."
0,3,15.53,4,-12.265,1,suma,"Bajo desempeño en suma, reforzar bases."
1,14,32.42,2,-35.21,1,suma,"Bajo desempeño en suma, reforzar bases."
13,1,6.3,3,21.35,6,division,"Excelente desempeño en division, puede avanzar."
1,6,10.22,5,-12.11,1,suma,"Bajo desempeño en suma, reforzar bases."
11,8,46.87,4,-13.434999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
11,7,36.4,2,-6.699999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
10,15,56.25,1,-30.625,1,suma,"Bajo desempeño en suma, reforzar bases."
7,20,15.79,2,-23.895,1,suma,"Bajo desempeño en suma, reforzar bases."
